"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-09","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-11","0.07",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-12","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-13","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-14","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-15","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-16","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-17","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-18","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-19","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-20","0.69",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-21","0.15",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-22","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-23","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-24","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-25","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-26","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-27","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-28","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-29","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-06-30","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-01","0.51",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-02","0.20",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-03","0.19",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-04","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-05","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-06","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-07","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-08","0.15",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-09","0.37",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-10","0.12",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-11","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-12","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-13","0.09",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-14","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-15","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-16","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-17","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-18","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-19","1.10",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-20","0.49",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-21","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-22","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-23","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-24","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-25","0.02",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-26","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-27","0.36",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-28","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-29","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-30","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-07-31","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-01","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-02","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-03","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-04","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-05","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-06","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-07","0.21",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-08","0.12",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-09","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-10","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-11","2.02",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-12","0.30",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-13","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-14","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-15","0.64",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-16","0.41",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-18","1.12",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-19","0.02",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-20","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-21","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-22","0.90",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-23","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-24","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-25","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-26","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-27","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-28","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-29","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-30","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-08-31","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-01","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-02","0.50",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-03","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-04","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-05","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-06","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-07","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-08","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-09","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-10","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-11","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-12","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-13","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-14","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-15","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-16","0.10",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-17","0.05",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-18","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-19","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-21","0.31",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-22","0.78",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-23","0.12",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-24","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-25","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-26","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-27","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-28","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-29","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-09-30","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-01","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-02","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-03","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-04","0.03",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-05","0.26",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-06","0.01",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-07","0.15",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-09","0.33",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-10","0.05",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-11","0.01",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-12","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-13","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-14","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-15","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-16","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-17","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-18","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-19","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-20","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-21","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-22","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-23","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-24","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-25","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-26","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-27","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-10-30","0.35",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-01","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-02","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-03","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-05","0.18",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-06","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-07","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-08","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-09","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-10","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-11","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-12","0.75",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-13","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-14","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-15","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-16","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-17","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-18","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-19","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-20","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-22","0.33",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-23","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-24","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-25","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-26","0.11",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-27","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-28","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-29","0.00",,,
"US1NCMK0053","CHARLOTTE 7.0 ENE, NC US","2021-11-30","0.00",,,
